RECON_ID,EXT_INVOICE_KEY,CUSTOMER_ID,INVOICE_AMOUNT,PAYMENT_TOTAL,DIFFERENCE,MATCH_STATUS,RUN_AT,RUN_ID,RUN_LABEL
1f8609cf-094c-4681-b210-7e9fb9cfb373,INV0072,26,145,15116,-14971,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
686d4b6f-fb2f-4f53-a2cf-8005c040b9fa,INV0046,25,774,13968,-13195,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
271e88f1-e995-4776-986b-fcd739c64910,INV0053,28,4104,4650,-546,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
30f7e558-2f32-4cd5-92d4-6cc98b39e36b,INV0130,40,2640,26610,-23970,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
887bf2a1-a180-446a-b043-6fec31f2e9ff,INV0159,23,4131,14677,-10546,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
5661474b-472c-4f94-84d7-c0436c636559,INV0087,45,3322,17344,-14022,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
55784138-0f5a-4acc-a9e3-6cf80a5b91a6,INV0106,24,968,9907,-8939,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
14efb823-2785-4b55-a82b-856f43249b5e,INV0033,28,1672,4650,-2979,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
d06885c0-0f12-44a7-a4c3-383723e4eff8,INV0041,21,3261,8156,-4895,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
960245d6-2524-4c46-ae23-a86aeeb6d239,INV0076,36,888,12156,-11268,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
29865480-3275-4931-a276-d74006416542,INV0101,9,1057,7653,-6597,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
b25b7a0c-36ab-4763-872c-5e85a3098f08,INV0157,30,249,18714,-18465,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
8c2f4d97-1a3f-43fb-8b61-e3745cea3177,INV0175,28,3996,4650,-654,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
c9593090-cef1-4582-900f-12c0e06fbcc3,INV0180,30,4817,18714,-13897,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
5e3e0bc1-4489-4f92-b1ee-b21e603db0e8,INV0112,33,4649,14061,-9413,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
c145f690-865c-4189-a4e9-8bd22886ccbb,INV0146,9,3999,7653,-3654,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
259d30a6-26ed-4a3e-8170-e200844825c5,INV0165,36,3152,12156,-9003,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
eccdffa7-3a61-4230-9d11-e88e37239842,INV0192,6,3716,9668,-5952,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
7496b39a-91c9-4333-978e-e5b283c82258,INV0075,10,125,640,-515,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
bf9a8adb-b0b0-467f-8c2d-4fd67524a54d,INV0095,29,4471,20817,-16346,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
4a5ca7c5-d5ef-4476-a4a2-810543112503,INV0117,28,1543,4650,-3108,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
5df17dd8-f507-4b84-a52a-5e3f77184b2d,INV0160,39,1865,6971,-5106,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
7bf80ac1-28dd-4e0a-b171-7c153e5142bb,INV0140,1,4575,13526,-8951,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
a7208fa9-ed10-4462-a793-f69d56c3cd5a,INV0184,39,949,6971,-6022,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
42349e21-9384-4904-bfa6-b16e3a245a96,INV0125,23,2893,14677,-11783,OVERPAID,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f,2025-09-17 - ea49e6
c842aa8a-922c-486d-9f58-b9e433e6a081,INV0001,39,4720,6971,-2251,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
ea92c2a3-8280-4986-854a-c4817656748f,INV0014,40,2563,26610,-24046,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
39c1ab1f-fb1d-41e2-b901-acffcde4806b,INV0023,2,3393,20312,-16919,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
d6fc3588-46fd-4a16-a86c-186613e28dbb,INV0035,15,300,7420,-7120,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
9586d2c7-177f-4973-a972-44354683e266,INV0043,39,3486,6971,-3486,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
16c20128-7455-4502-8028-3cf4e78032ac,INV0086,16,4261,5964,-1702,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
28ffac97-7429-40c2-99fd-6961721b3ed1,INV0051,2,1364,20312,-18948,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
6e3e1698-8ad2-4ba8-9e1a-4cf4896b98a1,INV0113,5,2198,9200,-7002,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
3a4c3cfe-d9a1-483d-892a-2c635498d93f,INV0079,48,3295,9409,-6114,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
04f2be4a-842d-40db-86da-94652315b743,INV0084,40,3758,26610,-22852,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
0d17232e-7510-48c3-8a56-44a86ea91e24,INV0085,21,3283,8156,-4873,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e67bb639-8f1a-4f68-af27-23a1a91fa6e9,INV0100,7,2513,1987,526,PARTIAL,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
483489f7-32c6-430d-9abc-7d6a80f76c99,INV0107,11,4708,5692,-984,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
5ac57bb8-1f0c-4de0-848a-6fe2e24084e6,INV0116,41,4280,0,4280,UNPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e8d9946c-660a-46fa-8a72-4c5c6143703a,INV0133,35,3515,6426,-2910,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
70c8364a-5bbd-4f8c-9849-f6fa2314de0c,INV0189,41,3335,0,3335,UNPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
a63685f3-bb0d-4784-a516-863c037c00ee,INV0047,14,1771,10126,-8355,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
7ddfbf4a-4f3c-4ffb-a84c-b5767510e2e3,INV0054,47,2820,17199,-14378,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
d909e0a5-b4f0-4ec4-8e26-fca00e0d3841,INV0141,5,2606,9200,-6594,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
1feb464c-79cf-4b2b-87f7-3cd40a4b1b30,INV0188,13,3602,4120,-518,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
04cd6fcf-2009-4881-9f43-e44f6f1d4fec,INV0018,2,1274,20312,-19039,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
628c97fe-c63c-432f-8d41-cd58bbdf6566,INV0134,1,3542,13526,-9983,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
ea4e5c29-6bf2-4a2c-bcf3-8a9b9d2b8b14,INV0147,15,4461,7420,-2959,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e5603723-18a0-4458-901e-2b687e46bf21,INV0161,45,723,17344,-16622,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
bbaf3b12-8ba9-4945-b7bb-f51f8f787212,INV0185,33,867,14061,-13195,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
0a4dab0f-62ad-4ae2-8f83-7efccc5dedad,INV0197,33,1844,14061,-12217,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
b0191b36-d321-45db-aa93-66aa1860b8d7,INV0002,29,1684,20817,-19133,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
5462a80a-6052-47b2-936a-613293e38b15,INV0015,24,352,9907,-9555,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
c7f3497a-e35a-46aa-b02a-6a3556e7fa88,INV0016,3,1465,4584,-3118,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
db3bc8b4-33a6-4740-be5f-2348d86344de,INV0019,24,810,9907,-9097,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
c227f73b-7f8d-43dd-9d02-fec0b5b5fa0b,INV0029,25,3204,13968,-10764,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e60971a2-34cd-41cd-a440-8cf15aa8a041,INV0037,44,3420,7350,-3930,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
56a983af-0001-4312-b617-4869d0254a13,INV0032,42,4193,9211,-5018,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
00846efc-1e82-4f3b-8de9-beec0ad7c197,INV0177,44,2251,7350,-5099,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
703e3f51-51dd-4fc4-a885-7b254cf37b4d,INV0068,42,512,9211,-8698,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
631ddb15-ae96-41c6-a9d5-820df1c50709,INV0073,44,597,7350,-6753,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
c1602738-6d12-4b94-a237-48683e7a48b8,INV0083,23,1694,14677,-12982,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
8aeea195-12a0-4f65-8e5e-ddebf7b92d39,INV0104,44,219,7350,-7131,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
f4b62ee9-bd5c-405f-b2d0-7cceb8e94f57,INV0164,29,1158,20817,-19659,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
ecc0fc99-8956-4321-8768-8acb44444a69,INV0091,26,1399,15116,-13716,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
fc5cad3f-89e3-454e-8e76-52a52104bde9,INV0132,27,3730,9428,-5699,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
8d5bade5-5690-4dad-b385-ba4baea659ab,INV0194,27,3097,9428,-6331,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
522182c4-c3df-4db4-b2f0-727a9dce3627,INV0094,41,2026,0,2026,UNPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
55dd3844-4ef9-4e8c-9dea-cc06e6dca5a0,INV0127,37,3114,6715,-3601,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
63c1637b-3e64-4ef0-89b5-ec9fa68d554e,INV0145,27,3540,9428,-5889,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
d75dfd13-51b4-4543-938b-ae38f9939ab2,INV0178,44,484,7350,-6866,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
2edeabb9-d8b3-4777-bb8a-5eb0c9ab6a68,INV0173,45,2630,17344,-14714,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
9e319d4a-82d5-4c8f-86d7-dd79d4e03060,INV0186,1,1326,13526,-12199,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
27ac1061-7b74-4287-af58-c62c6d0f0305,INV0174,6,1682,9668,-7986,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
8699ee64-bb75-4a3f-91f0-446539869f60,INV0196,37,1314,6715,-5401,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
618104f1-6fdd-4ca4-97c3-498023b3e60f,INV0013,36,3087,12156,-9069,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
5ef0b82b-1b90-4ff8-92d6-e93235e2a10c,INV0022,38,1286,7388,-6102,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
be5ff666-b270-4128-8485-77ca963a4f88,INV0049,9,4631,7653,-3022,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
334338e2-b98e-4a00-8b42-8eacb3d1aaf5,INV0074,34,3351,14664,-11313,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
a919efc3-81b8-4fae-8829-6912ec57ce59,INV0063,50,3657,7314,-3657,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
1c8061c9-be3d-4306-9c8b-1f112797e047,INV0066,2,3921,20312,-16391,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
8be13759-e0bf-4703-98a7-557784744588,INV0097,45,3995,17344,-13350,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
42efca24-7db0-4431-9a3a-481b0c1cb870,INV0170,28,3223,4650,-1427,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
c9c13e35-b7a1-485c-bccf-a82a5bd97871,INV0200,24,669,9907,-9238,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
dc229e33-bfc2-4a99-98b5-ad2284c83ba4,INV0052,20,3334,7071,-3737,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
365e362a-0b4e-4327-a74a-e7a2d2a431df,INV0061,17,1761,5284,-3523,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
c9bf673d-8f46-427f-94c4-e39ff017f669,INV0139,3,4349,4584,-235,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
09299eb6-8b00-46ed-a2b6-12487ce30bba,INV0080,15,1199,7420,-6221,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
162e76c9-daa3-4fc5-a953-77616cd29857,INV0166,13,518,4120,-3602,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
297d0c35-a158-4261-a6dc-431c185486a7,INV0171,2,3658,20312,-16655,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
da1e7005-24f0-4305-b4e3-c5083a5dfdb3,INV0195,9,2156,7653,-5497,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
689a1a89-b446-4f1c-b36f-ef505fd95fef,INV0118,7,1987,1987,0,MATCHED,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
98a5ab45-951f-45b9-89e3-a4769d6bbc0f,INV0144,39,3285,6971,-3686,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
ee29b0fd-abb4-4f33-ad3a-f87216c0c870,INV0155,32,1504,1857,-353,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e51bca17-337f-4ad9-8e36-13a2ff6379bc,INV0199,44,171,7350,-7180,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
8d2dde96-9caa-49ee-baaa-33125eb31d1a,INV0109,8,4583,5025,-443,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
533613f4-ae07-436d-8895-c07c88c17f7c,INV0082,14,1263,10126,-8863,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
f7d3337e-5182-4b0f-b3e4-ab223bb52bf9,INV0099,25,2927,13968,-11042,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
ca69c74e-8326-46a0-9703-971c3908a1b6,INV0131,22,4399,8950,-4551,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
d9f6122d-8a9a-4a1f-82da-f6cdce49542f,INV0149,26,1940,15116,-13176,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
12ee5060-7a65-491e-9f35-75459501399e,INV0176,28,1427,4650,-3223,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
313fd158-5b05-47ae-8e5f-b376e0a98d6a,INV0182,28,3510,4650,-1140,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
82d8b887-2c48-4b15-af39-a60f01b5c0e8,INV0191,39,4779,6971,-2192,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
21654b35-10b8-4bcc-bc10-4b162c8b3ecc,INV0021,30,4930,18714,-13784,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
3d0a8245-c686-4f35-9102-25fed9d15fd1,INV0025,33,1264,14061,-12797,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
47d92c91-ac0b-4bcb-95e6-c37b08c94dfe,INV0102,24,3640,9907,-6267,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
8bc315a6-63c8-4d8d-abdb-0cb16273e3d7,INV0062,36,1811,12156,-10344,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
39d6b599-8a93-4541-a270-bfef4df6b96d,INV0031,27,542,9428,-8886,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
3425825c-45d3-47b2-bad3-d4cb16b2c3cc,INV0048,50,656,7314,-6658,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
4a87e60d-ef19-46bb-8bd6-b0cb7a6e8da7,INV0058,47,4496,17199,-12702,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
91396a05-de8c-4ae0-9f58-c8243057b91b,INV0120,8,1653,5025,-3373,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
b2de0a92-5f4a-4e56-9976-d4ba9d91f86b,INV0138,14,4070,10126,-6056,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
4656920f-4910-468e-b97f-a125256aa303,INV0071,18,3072,4928,-1857,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e2eca8ef-6100-4b99-8a3c-88f8d11ab90b,INV0103,1,1476,13526,-12050,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
888c4a14-fc91-47ee-8156-a2fc286c3882,INV0115,39,4822,6971,-2149,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
7ab507f9-b3b8-4ac9-8431-1f224a79b6f8,INV0119,9,4271,7653,-3383,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
b392869a-fed1-43a8-8506-1bf1851c8e0d,INV0011,11,1496,5692,-4196,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
cc67fe15-077b-415c-8205-aa2d2fa635ff,INV0129,44,786,7350,-6564,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
d271d90c-7121-4203-8904-b0b744bc4ba7,INV0154,49,2759,13511,-10752,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
a90866e7-e1ac-4e0f-8c83-e74975a0ba7b,INV0181,11,4196,5692,-1496,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
beb81b02-afbb-467e-b627-cbd614c80789,INV0105,8,3263,5025,-1763,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
727142ed-b867-46d2-a052-e27e43b0ed0e,INV0163,43,3873,14260,-10387,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
2d8c57be-9a23-41d5-b832-b025c4319a72,INV0168,7,2704,1987,717,PARTIAL,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
e664ddc5-1d97-48e3-99be-4193934be0d4,INV0003,15,2642,7420,-4778,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
af0c8321-4677-4f81-a86d-3a270cd9cd1d,INV0004,43,3545,14260,-10715,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
93da6139-a6a9-4d9a-9fa8-4aba552f5060,INV0009,23,2537,14677,-12140,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
17bab223-fb8c-421f-8f55-b348c3963423,INV0027,22,1902,8950,-7047,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
a8d44524-3875-446c-9818-d2a795c59944,INV0038,3,181,4584,-4402,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
801372a2-5563-45cd-ace0-1cecccf75e29,INV0070,29,4503,20817,-16314,OVERPAID,2025-09-17T02:23:51.361Z,08130a92-dc4f-42a3-aae6-e47b63bae589,2025-09-17 - 08130a
