EXCEPTION_ID,EXT_INVOICE_KEY,CUSTOMER_ID,ISSUE_TYPE,ISSUE_DETAILS,SUGGESTED_ACTION,RESOLVED,RUN_AT,RUN_ID
7b419d1d-06dc-46db-9c3f-3b9c2443a247,INV0048,50,OVERPAYMENT,"Invoice amount = 656, Payments = 7314, Difference = -6658",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
082d9424-ae5a-4659-abdc-124c403edcab,INV0058,47,OVERPAYMENT,"Invoice amount = 4496, Payments = 17199, Difference = -12702",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
996fccde-fe25-4631-9d05-d3fc3ad418c3,INV0120,8,OVERPAYMENT,"Invoice amount = 1653, Payments = 5025, Difference = -3373",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
3f5bf161-5c0a-4c60-8475-a7135de2e31a,INV0138,14,OVERPAYMENT,"Invoice amount = 4070, Payments = 10126, Difference = -6056",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
0d8a23d7-ced0-4545-a9c8-a702ac917d98,INV0071,18,OVERPAYMENT,"Invoice amount = 3072, Payments = 4928, Difference = -1857",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
0d2797d6-f6ac-41f3-81a6-83b9933a9d5e,INV0103,1,OVERPAYMENT,"Invoice amount = 1476, Payments = 13526, Difference = -12050",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
f399f7ce-fa7a-468b-b9ca-4dcb0c26df76,INV0115,39,OVERPAYMENT,"Invoice amount = 4822, Payments = 6971, Difference = -2149",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ac88da10-5883-44b1-899c-6122e8b0ecdc,INV0119,9,OVERPAYMENT,"Invoice amount = 4271, Payments = 7653, Difference = -3383",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
2ab71bc3-80e4-4459-b83e-31bf59e9217f,INV0011,11,OVERPAYMENT,"Invoice amount = 1496, Payments = 5692, Difference = -4196",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
998403ff-62a2-4fc1-8e52-c3877eea4ec4,INV0129,44,OVERPAYMENT,"Invoice amount = 786, Payments = 7350, Difference = -6564",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
60db42da-20c1-443f-ab0b-fcf7996d4bf4,INV0154,49,OVERPAYMENT,"Invoice amount = 2759, Payments = 13511, Difference = -10752",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
fb007764-3e10-4887-b309-5b4d8209a41d,INV0181,11,OVERPAYMENT,"Invoice amount = 4196, Payments = 5692, Difference = -1496",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
52f890a8-dcb2-460a-ab44-875949625725,INV0105,8,OVERPAYMENT,"Invoice amount = 3263, Payments = 5025, Difference = -1763",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
9113f3d2-dfde-4422-8d2b-31982c1c6fcb,INV0163,43,OVERPAYMENT,"Invoice amount = 3873, Payments = 14260, Difference = -10387",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
a8e5447d-d072-4e60-bba7-d0d76e23bd6b,INV0168,7,PARTIAL_PAYMENT,"Invoice amount = 2704, Payments = 1987, Difference = 717",Review outstanding balance and initiate collection,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
278e1a15-17a4-4e26-9771-7d0bd409e448,INV0003,15,OVERPAYMENT,"Invoice amount = 2642, Payments = 7420, Difference = -4778",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
5f833391-4971-454b-943e-c14d50bfd442,INV0004,43,OVERPAYMENT,"Invoice amount = 3545, Payments = 14260, Difference = -10715",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
fa3c2a82-1917-4198-9707-71ade83c7f04,INV0009,23,OVERPAYMENT,"Invoice amount = 2537, Payments = 14677, Difference = -12140",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
93f4235f-2b32-49b3-beb4-e799a728e21e,INV0027,22,OVERPAYMENT,"Invoice amount = 1902, Payments = 8950, Difference = -7047",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
fe58f1af-d136-470d-a1e3-19633708c65c,INV0038,3,OVERPAYMENT,"Invoice amount = 181, Payments = 4584, Difference = -4402",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
762f4147-e865-4ed3-a60a-58175e2bcc38,INV0070,29,OVERPAYMENT,"Invoice amount = 4503, Payments = 20817, Difference = -16314",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
83592e83-d3ff-4b14-97b7-700a63302eaa,INV0136,37,OVERPAYMENT,"Invoice amount = 1539, Payments = 6715, Difference = -5176",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
1fe27784-202e-4d31-b2df-49aaf671dde2,INV0059,35,OVERPAYMENT,"Invoice amount = 4512, Payments = 6426, Difference = -1914",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
30fbdc28-2366-4f47-a3f6-6d9a3c6b5785,INV0088,18,OVERPAYMENT,"Invoice amount = 2885, Payments = 4928, Difference = -2044",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
65c498ca-9c7e-43c4-a3c0-d26f8a38ffc9,INV0126,24,OVERPAYMENT,"Invoice amount = 576, Payments = 9907, Difference = -9331",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
223afa00-037a-45b7-8932-03536023b17d,INV0039,37,OVERPAYMENT,"Invoice amount = 2609, Payments = 6715, Difference = -4106",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
17784b7f-9102-4a4b-a4b1-33f47595e615,INV0060,14,OVERPAYMENT,"Invoice amount = 3202, Payments = 10126, Difference = -6924",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
e746f260-a761-47c4-8f55-e18eb0a8e763,INV0108,17,OVERPAYMENT,"Invoice amount = 4774, Payments = 5284, Difference = -510",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
202a9be8-ce5b-43bd-9623-1a0b9834f197,INV0042,9,OVERPAYMENT,"Invoice amount = 954, Payments = 7653, Difference = -6699",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
e0ecb8fb-9422-4b02-9692-6c077356a25f,INV0124,48,OVERPAYMENT,"Invoice amount = 3511, Payments = 9409, Difference = -5898",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
f8f78814-743f-4619-95d1-3e21f5ab9308,INV0135,35,OVERPAYMENT,"Invoice amount = 1862, Payments = 6426, Difference = -4564",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
2b9a3751-9a9d-4c30-8edd-31ab8d154490,INV0162,15,OVERPAYMENT,"Invoice amount = 2659, Payments = 7420, Difference = -4761",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
6fcaafea-4f5c-4689-a59c-d64de4e02b71,INV0179,20,OVERPAYMENT,"Invoice amount = 224, Payments = 7071, Difference = -6846",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
fd625efa-0107-4801-aca9-8bb2385df812,INV0040,7,OVERPAYMENT,"Invoice amount = 1210, Payments = 1987, Difference = -777",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
09be27e5-d5a5-454e-ab00-e74035209c8e,INV0056,44,OVERPAYMENT,"Invoice amount = 1285, Payments = 7350, Difference = -6065",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
f8ed41ec-93b1-427e-b197-748a9244ab9f,INV0114,42,OVERPAYMENT,"Invoice amount = 4837, Payments = 9211, Difference = -4374",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
75cde9e1-b72b-468e-9e92-50ea0429c7eb,INV0172,42,OVERPAYMENT,"Invoice amount = 4882, Payments = 9211, Difference = -4329",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
dd880b11-549c-4b33-b288-c0a5071bcdd3,INV0150,42,OVERPAYMENT,"Invoice amount = 561, Payments = 9211, Difference = -8650",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
28af0290-9814-4926-bc80-75e79d2f2fd1,INV0187,27,OVERPAYMENT,"Invoice amount = 2791, Payments = 9428, Difference = -6637",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
8bad9062-de4d-4762-8f08-48e3ffb17328,INV0152,32,OVERPAYMENT,"Invoice amount = 276, Payments = 1857, Difference = -1581",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
63fdd7c5-e407-4e44-b4ed-020a409ba3a3,INV0005,8,OVERPAYMENT,"Invoice amount = 1882, Payments = 5025, Difference = -3144",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
0a5b2170-9e68-4d10-a97d-50cbea17b9da,INV0026,12,NO_PAYMENT,"Invoice amount = 3668, Payments = 0, Difference = 3668",Investigate missing payment or follow up with customer,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ddfeadc9-6751-4419-998d-c4d8c63dae53,INV0093,45,OVERPAYMENT,"Invoice amount = 4868, Payments = 17344, Difference = -12476",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
126724e6-ef3e-4957-b833-09e6d42ece38,INV0096,15,OVERPAYMENT,"Invoice amount = 3193, Payments = 7420, Difference = -4227",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
fd5c6d11-c52b-4c35-aa81-a32c823b57d5,INV0142,26,OVERPAYMENT,"Invoice amount = 2557, Payments = 15116, Difference = -12559",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
26537ff3-4bb8-4614-b686-402793d11b8c,INV0024,21,OVERPAYMENT,"Invoice amount = 3832, Payments = 8156, Difference = -4324",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
d48e7972-5028-4614-872b-4e0cba211a3b,INV0081,8,OVERPAYMENT,"Invoice amount = 3590, Payments = 5025, Difference = -1436",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
538c079c-2f6d-4cc1-b650-d43cf37b422e,INV0098,1,OVERPAYMENT,"Invoice amount = 2563, Payments = 13526, Difference = -10963",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
fde677fc-82fa-4c58-acf5-6f3e45b93e71,INV0036,47,OVERPAYMENT,"Invoice amount = 2995, Payments = 17199, Difference = -14203",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
89cb9773-22e3-45dc-aa2f-b6ace09f2e69,INV0045,4,PARTIAL_PAYMENT,"Invoice amount = 4690, Payments = 3887, Difference = 803",Review outstanding balance and initiate collection,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
9d9d1744-1444-432e-a789-9363f27ca561,INV0057,8,OVERPAYMENT,"Invoice amount = 556, Payments = 5025, Difference = -4469",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
cd5e8c83-445b-41bb-8094-d39969d8f375,INV0077,14,OVERPAYMENT,"Invoice amount = 2789, Payments = 10126, Difference = -7337",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
bbd19460-ac8a-4770-a01f-a65c4a68a9c0,INV0110,35,OVERPAYMENT,"Invoice amount = 1914, Payments = 6426, Difference = -4512",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
35a9e92a-9a8e-40d4-adda-42fcb5dc1e3b,INV0143,14,OVERPAYMENT,"Invoice amount = 4012, Payments = 10126, Difference = -6114",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
591d19da-5265-42c5-8970-e49c6e1e7258,INV0111,35,OVERPAYMENT,"Invoice amount = 176, Payments = 6426, Difference = -6250",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
146342b1-998e-465b-b831-7caf5574ed8c,INV0123,33,OVERPAYMENT,"Invoice amount = 4687, Payments = 14061, Difference = -9374",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ff8694e9-eb9d-468a-8219-23c8ab30de14,INV0156,4,OVERPAYMENT,"Invoice amount = 2995, Payments = 3887, Difference = -892",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
6766b859-57d6-42de-a0ee-36437d99d21a,INV0193,8,OVERPAYMENT,"Invoice amount = 2816, Payments = 5025, Difference = -2209",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
22f00257-86f8-40ff-8675-898ad9a65315,INV0148,15,OVERPAYMENT,"Invoice amount = 1756, Payments = 7420, Difference = -5664",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
f8e6bd45-2d6e-4d38-b0c5-b980ce2e2dfb,INV0089,47,OVERPAYMENT,"Invoice amount = 559, Payments = 17199, Difference = -16640",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
95dda00c-4cd5-4a28-85a2-57da492fdf9e,INV0092,25,OVERPAYMENT,"Invoice amount = 1296, Payments = 13968, Difference = -12673",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
579e98a0-bd40-41c6-9f39-aa12bde04fe8,INV0158,37,OVERPAYMENT,"Invoice amount = 283, Payments = 6715, Difference = -6432",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
51bacf4b-5807-4852-8759-000d196bf093,INV0167,32,OVERPAYMENT,"Invoice amount = 353, Payments = 1857, Difference = -1504",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
6b118316-827f-4dcb-8bbe-912003904858,INV0008,19,OVERPAYMENT,"Invoice amount = 1334, Payments = 4498, Difference = -3164",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
8ba6c136-acff-46a3-83d5-3144bae03323,INV0010,11,OVERPAYMENT,"Invoice amount = 1574, Payments = 5692, Difference = -4118",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
293ddb49-8122-4832-888f-45a7b67af2de,INV0017,22,OVERPAYMENT,"Invoice amount = 4551, Payments = 8950, Difference = -4399",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
d1c769a6-0d3a-4696-af1c-e057196d8de5,INV0044,18,OVERPAYMENT,"Invoice amount = 1995, Payments = 4928, Difference = -2933",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
75573604-6fd2-4c3a-bb62-5fda37d3854a,INV0065,4,PARTIAL_PAYMENT,"Invoice amount = 4447, Payments = 3887, Difference = 560",Review outstanding balance and initiate collection,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
892c652a-4c09-4010-af91-f61c5fdfc23d,INV0067,6,OVERPAYMENT,"Invoice amount = 3246, Payments = 9668, Difference = -6422",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
50352ebc-a847-4df6-9c04-8f84c7ecd3f8,INV0151,13,OVERPAYMENT,"Invoice amount = 2934, Payments = 4120, Difference = -1186",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ea05d840-955c-4847-b968-a28438db172c,INV0064,40,OVERPAYMENT,"Invoice amount = 4496, Payments = 26610, Difference = -22114",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
b0096cfc-3ff1-4005-b3ed-f8886caa79ae,INV0121,12,NO_PAYMENT,"Invoice amount = 931, Payments = 0, Difference = 931",Investigate missing payment or follow up with customer,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
1c9bb0ed-0ce9-4deb-9dce-83a4579fe61b,INV0020,44,OVERPAYMENT,"Invoice amount = 2498, Payments = 7350, Difference = -4852",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
2c862fb4-d452-4f8a-be6f-37668fe25189,INV0034,16,OVERPAYMENT,"Invoice amount = 1014, Payments = 5964, Difference = -4950",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
5aaef780-733a-47ff-b7ff-94acf870c5d9,INV0122,34,OVERPAYMENT,"Invoice amount = 2828, Payments = 14664, Difference = -11836",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ee007754-d617-4203-af8f-81b5c47e6f12,INV0030,49,OVERPAYMENT,"Invoice amount = 2725, Payments = 13511, Difference = -10785",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
4e7857b5-0653-4dfc-950c-b0fdc749df24,INV0055,7,PARTIAL_PAYMENT,"Invoice amount = 2695, Payments = 1987, Difference = 708",Review outstanding balance and initiate collection,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ca0d2913-c9e6-428c-9717-4f98def477be,INV0069,4,OVERPAYMENT,"Invoice amount = 892, Payments = 3887, Difference = -2995",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
9d9c72c4-b805-4a1a-a9c1-ec1e3f3cfc31,INV0137,47,OVERPAYMENT,"Invoice amount = 4066, Payments = 17199, Difference = -13133",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
747448aa-0ded-4f60-a63d-9aa99b4e9b8c,INV0190,3,OVERPAYMENT,"Invoice amount = 1472, Payments = 4584, Difference = -3112",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
d17b1768-e00f-4d42-9f4a-e1d31fe09348,INV0169,22,OVERPAYMENT,"Invoice amount = 2749, Payments = 8950, Difference = -6201",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
d75126ea-6fc1-47e4-bed4-906860cda603,INV0183,25,OVERPAYMENT,"Invoice amount = 2104, Payments = 13968, Difference = -11865",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
0cd079d1-6fe8-451e-96a7-1bbda8da89ac,INV0090,24,OVERPAYMENT,"Invoice amount = 1902, Payments = 9907, Difference = -8005",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ea603a86-dcf7-4fd4-a799-33f93e3a0907,INV0128,35,OVERPAYMENT,"Invoice amount = 4951, Payments = 6426, Difference = -1475",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
ffbf1038-d9ba-4d96-9869-7b3977395d38,INV0153,39,OVERPAYMENT,"Invoice amount = 2381, Payments = 6971, Difference = -4590",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
d1f30c0c-8d1e-4784-9725-5f81bdacc180,INV0198,42,OVERPAYMENT,"Invoice amount = 3813, Payments = 9211, Difference = -5397",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
61cffcba-9a6c-4f33-b126-2c629db55903,INV0006,21,OVERPAYMENT,"Invoice amount = 4862, Payments = 8156, Difference = -3295",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
5f262d97-684b-4ff1-84b0-278da09ac59d,INV0007,39,OVERPAYMENT,"Invoice amount = 4816, Payments = 6971, Difference = -2155",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
41a19901-1a88-4b1a-9ac7-663b5b15ed6a,INV0012,24,OVERPAYMENT,"Invoice amount = 281, Payments = 9907, Difference = -9626",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
8e82b50d-576e-4e03-b8e3-a0d870546462,INV0028,44,OVERPAYMENT,"Invoice amount = 3198, Payments = 7350, Difference = -4152",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
5e532898-36bc-4592-92cc-5dfad3e12f40,INV0050,26,OVERPAYMENT,"Invoice amount = 4399, Payments = 15116, Difference = -10717",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
2d41b273-6ef2-43a0-87f2-5bf6876ac5ec,INV0072,26,OVERPAYMENT,"Invoice amount = 145, Payments = 15116, Difference = -14971",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
21f7798d-8bc3-49cd-ad78-87306c2f7a78,INV0046,25,OVERPAYMENT,"Invoice amount = 774, Payments = 13968, Difference = -13195",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
b6d60791-4910-43fe-966f-b1e744eaa979,INV0053,28,OVERPAYMENT,"Invoice amount = 4104, Payments = 4650, Difference = -546",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
93721848-3f22-4bd5-bbe2-4eb56028fe9a,INV0130,40,OVERPAYMENT,"Invoice amount = 2640, Payments = 26610, Difference = -23970",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
7ef6b1f1-c7c7-4d32-869f-6e85f34b34d2,INV0159,23,OVERPAYMENT,"Invoice amount = 4131, Payments = 14677, Difference = -10546",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
1335f089-562b-4195-ac64-71ab843ba23e,INV0087,45,OVERPAYMENT,"Invoice amount = 3322, Payments = 17344, Difference = -14022",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
971eb6b7-9b72-4cf6-a7a8-7ffce9ccb832,INV0106,24,OVERPAYMENT,"Invoice amount = 968, Payments = 9907, Difference = -8939",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
19955545-1eb3-4cb1-9dce-8a6b14e78a7a,INV0033,28,OVERPAYMENT,"Invoice amount = 1672, Payments = 4650, Difference = -2979",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
64fa29c2-9e2e-4d6b-b622-332f9ec507f2,INV0041,21,OVERPAYMENT,"Invoice amount = 3261, Payments = 8156, Difference = -4895",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
794363c4-4186-4afa-a1c3-87aed187b08b,INV0076,36,OVERPAYMENT,"Invoice amount = 888, Payments = 12156, Difference = -11268",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
73fee784-d7ed-4ceb-929c-c503497d6abf,INV0101,9,OVERPAYMENT,"Invoice amount = 1057, Payments = 7653, Difference = -6597",Check for duplicate/refund required,FALSE,2025-09-17T02:18:18.5Z,ea49e6e6-ee94-4bb5-82bf-cf8ab625771f
